patientId,firstName,middleName,lastName,dateOfBirth,email,phone,address
511027302,Lihi,,Weiss,1985-05-14,lihi.weiss@checkpoints.com,054-3985161,Ashdod
174516050,Dan,,Stern,1992-07-10,dan.stern@teva.com,057-2819161,Haifa
680499353,Noga,,Spector,1950-10-26,noga.spector@gmail.com,057-5345236,Beer-Sheva
137431602,Shlomo,,Malka,1986-01-19,shlomo.malka@checkpoints.com,057-1314820,Ashdod
259831058,Sigal,Ben,Gur,1948-11-28,sigal.gur@walla.co.il,054-3543551,Herzeliya
927844881,Dan,,Kramer,1943-03-30,dan.kramer@checkpoints.com,051-4789081,Tel Aviv - Yafo
512771985,Meital,,Lapid,1957-08-23,meital.lapid@hotmail.com,055-6594190,Petah-Tikva
530156867,Shalom,,Yadin,1950-06-25,shalom.yadin@gmail.com,055-9969540,Herzeliya
186389815,Shani,,Olmert,1950-06-02,shani.olmert@gmail.com,052-1659867,Rehovot
809457825,Alon,,Elbaz,1998-12-15,alon.elbaz@teva.com,055-9162175,Beer-Sheva
779454449,Hadar,,Rabin,2005-05-01,hadar.rabin@gmail.com,050-5001116,Ashdod
517435960,Chaim,,Lavi,1963-09-15,chaim.lavi@hotmail.com,057-1275453,Tel Aviv - Yafo
464304610,Shalom,,Schwartz,2004-09-10,shalom.schwartz@walla.co.il,051-4551370,Eilat
592171427,Iris,Sarah,Dotan,1987-08-19,iris.dotan1@gmail.com,050-3375493,Ashdod
802046257,Yosef,,Frank,1953-01-21,yosef.frank@gmail.com,053-3190059,Tel Aviv - Yafo
284950962,Tali,,Avraham,1937-04-30,tali.avraham@gmail.com,057-3863692,Nahariya
168673962,Ori,,Omer,1936-11-01,ori.omer@hotmail.com,053-2058811,Jerusalem
448144622,Itai,,Nir,1996-03-18,itai.nir@gmail.com,053-1764815,Nahariya
286237999,Anat,Bat,Agbaria,1940-07-27,anat.agbaria@walla.co.il,052-7206350,Eilat
277173978,Hadar,,Saban,2004-11-18,hadar.saban@gmail.com,051-7310431,Haifa
116782928,Dan,Bat,Katz,2000-07-15,dan.katz@teva.com,059-5760225,Rehovot
844643743,Noga,,Frank,1990-01-14,noga.frank@gmail.com,054-9775941,Ashdod
140395469,Dudi,,Zamir,1953-08-16,dudi.zamir@gmail.com,054-6836014,Rehovot
104907047,Rami,,Eitan,1960-12-19,rami.eitan@gmail.com,059-7071696,Eilat
644967737,Ofek,,Heller,1949-05-20,ofek.heller@gmail.com,054-1890350,Jerusalem
220988280,Adam,,Nir,1965-12-21,adam.nir@walla.co.il,052-3680321,Tel Aviv - Yafo
158011705,Ronit,,Feldman,1969-07-15,ronit.feldman@gmail.com,055-8602555,Tel Aviv - Yafo
288857880,Eitan,,Peretz,1998-02-13,eitan.peretz@gmail.com,053-8462856,Nahariya
722514464,Michal,,Kraus,1947-10-23,michal.kraus@gmail.com,053-2847722,Herzeliya
344579129,Noam,,Eitan,1990-08-05,noam.eitan@walla.co.il,053-2233623,Ashdod
728238027,Dan,,Avraham,1995-07-13,dan.avraham@gmail.com,059-8633480,Haifa
515892751,Dana,,Grosman,1991-02-11,dana.grosman@teva.com,055-5524723,Jerusalem
460660580,Yosef,,Biton,2003-03-08,yosef.biton@gmail.com,052-2864104,Ashdod
592395371,Dor,,Segal,1988-10-22,dor.segal@gmail.com,059-3630468,Nahariya
282466834,Yaron,,Tamir,2000-10-10,yaron.tamir@walla.co.il,058-9207638,Jerusalem
735205122,Ron,,Heller,1943-01-15,ron.heller@walla.co.il,053-5157921,Herzeliya
566271010,Motti,,Ben-David,1955-06-11,motti.ben-david@gmail.com,059-1085187,Rehovot
147485372,Yaakov,,Frank,1963-04-19,yaakov.frank@gmail.com,056-9910743,Rehovot
614611532,Sivan,,Yosef,1986-12-15,sivan.yosef@gmail.com,058-1208423,Rehovot
795398363,Michael,,Mizrachi,1981-03-09,michael.mizrachi@gmail.com,057-1409590,Ashdod
535252390,Amit,,Deutsch,1945-05-20,amit.deutsch@teva.com,050-2186125,Rehovot
841687850,Anat,Yosef,Peles,1940-12-27,anat.peles@gmail.com,059-4475340,Beer-Sheva
766208705,Anat,,Rabin,1962-05-10,anat.rabin@teva.com,055-1865076,Beer-Sheva
511194794,Inbal,,Heller,1975-09-26,inbal.heller@gmail.com,052-2124172,Eilat
861644944,Roni,Michael,Liberman,1987-02-15,roni.liberman@hotmail.com,051-9027788,Nahariya
854672588,Roy,,Sharon,1988-04-22,roy.sharon@gmail.com,055-5485520,Eilat
830387900,Gal,Michael,Vaknin,1977-07-24,gal.vaknin@walla.co.il,057-9412936,Eilat
990733087,Itai,,Frank,1947-09-06,itai.frank@checkpoints.com,058-5903382,Ashdod
766741351,Dana,,Bareket,2002-08-24,dana.bareket@gmail.com,057-2464797,Beer-Sheva
519492143,Idan,,Asulin,2001-08-18,idan.asulin@gmail.com,052-5629550,Beer-Sheva
848486223,Omer,,Harari,1990-03-17,omer.harari@hotmail.com,050-5918567,Rehovot
832725044,Lior,,Hadad,1970-11-04,lior.hadad@walla.co.il,050-5890840,Jerusalem
167591527,Yosef,, Dayan,1961-12-01,yosef. dayan@teva.com,055-7907041,Nahariya
468070623,Sigal,,Porat,1964-12-01,sigal.porat@hotmail.com,058-8470161,Ashdod
426505925,Ilan,,Hadad,1981-01-13,ilan.hadad@gmail.com,054-4804769,Ashdod
499327067,Noa,,Netanyahu,1995-03-24,noa.netanyahu@gmail.com,054-8649177,Haifa
764249151,Eitan,,Ben-Gurion,1992-03-07,eitan.ben-gurion@gmail.com,052-3705405,Jerusalem
573400575,Leah,,Deutsch,1958-01-26,leah.deutsch@teva.com,050-6317433,Herzeliya
258853889,Dana,,fuchs,1993-12-12,dana.fuchs@hotmail.com,054-3038264,Tel Aviv - Yafo
534395495,Nir,Yosef,Netanyahu,1979-10-22,nir.netanyahu@gmail.com,050-9512910,Herzeliya
794972902,Shir,,Marciano,1982-07-13,shir.marciano@checkpoints.com,059-3467651,Nahariya
882267928,Hadar,,Schwartz,1942-11-23,hadar.schwartz@walla.co.il,050-3339134,Eilat
225494759,Avigail,,Peretz,1988-10-06,avigail.peretz@walla.co.il,055-2551575,Herzeliya
159091919,Roni,,Porat,1961-04-21,roni.porat@gmail.com,054-4283564,Tel Aviv - Yafo
189753594,Shahar,,fuchs,2000-09-10,shahar.fuchs@hotmail.com,056-4262330,Ashdod
441189853,Roni,,Harel,2003-07-04,roni.harel@teva.com,055-7669916,Haifa
868760242,Gal,,Deutsch,2007-06-10,gal.deutsch@gmail.com,055-6894759,Petah-Tikva
578433629,Rami,,Azoulay,1968-09-05,rami.azoulay@teva.com,056-8423991,Petah-Tikva
275868541,Agam,,Lazar,1971-05-17,agam.lazar@gmail.com,059-2444148,Haifa
323106146,Yael,,Frank,1961-05-28,yael.frank@gmail.com,051-7304414,Beer-Sheva
107106953,Bar,,Gur,1971-05-07,bar.gur@gmail.com,058-8753086,Nahariya
509921918,Shira,,Tamir,1981-06-10,shira.tamir@checkpoints.com,059-6098837,Ashdod
700523461,Linoy,,Heller,1937-07-20,linoy.heller@gmail.com,052-5406989,Petah-Tikva
787790914,Orly,Leah,Frank,1982-09-22,orly.frank@walla.co.il,052-9252486,Jerusalem
130539998,Itai,,Olmert,2002-07-19,itai.olmert@hotmail.com,055-9061215,Nahariya
568224996,Leah,,Yadin,1946-04-01,leah.yadin@checkpoints.com,051-7261294,Eilat
887006874,Yaron,,Mizrachi,1993-12-03,yaron.mizrachi@hotmail.com,050-3451774,Herzeliya
595042189,Meital,,Grosman,2003-10-15,meital.grosman@gmail.com,055-8038277,Herzeliya
152307230,Shira,,Marciano,2001-08-22,shira.marciano@hotmail.com,053-4074382,Beer-Sheva
742916320,Coral,,Segal,1980-03-01,coral.segal@checkpoints.com,054-5554325,Herzeliya
202900339,Shahar,,Sela,1995-08-22,shahar.sela@gmail.com,052-9693462,Petah-Tikva
500520940,Roni,,Shaham,1993-11-27,roni.shaham@gmail.com,053-3593001,Eilat
992726322,Zohar,,Dotan,1945-07-13,zohar.dotan@checkpoints.com,051-8001908,Ashdod
182034227,David,,Hadad,1965-07-07,david.hadad@gmail.com,054-7082891,Haifa
977288628,Hadar,,Gal,1977-11-05,hadar.gal@gmail.com,054-1482504,Beer-Sheva
338754922,Yosef,Bat,Tal,1980-12-14,yosef.tal@gmail.com,053-3184699,Beer-Sheva
556130975,Meital,,Olmert,2001-07-23,meital.olmert@gmail.com,057-8235132,Tel Aviv - Yafo
310830273,Ori,,Biton,1962-06-20,ori.biton@hotmail.com,050-8869895,Beer-Sheva
111029898,Coral,,Yosef,1954-07-18,coral.yosef@gmail.com,059-4355853,Haifa
820051966,Tal,,Peretz,1941-08-03,tal.peretz@gmail.com,059-6835728,Herzeliya
272397121,Asaf,,Lapid,1986-11-02,asaf.lapid@hotmail.com,059-2146505,Beer-Sheva
980024307,Motti,Bat,Olmert,1944-04-25,motti.olmert@gmail.com,054-3881880,Eilat
104648146,Eden,,Yosef,1963-04-20,eden.yosef@checkpoints.com,057-7148229,Nahariya
294184632,Hila,,Berger,1962-05-26,hila.berger@gmail.com,056-2893232,Herzeliya
232731028,Stav,,Omer,1964-01-20,stav.omer@checkpoints.com,055-5836389,Eilat
875388247,Yaakov,,Katz,1998-02-25,yaakov.katz@walla.co.il,054-8666277,Nahariya
890461268,Avigail,,Nir,1968-09-14,avigail.nir@gmail.com,058-7833061,Petah-Tikva
559520342,Alon,,Agbaria,1965-11-10,alon.agbaria@teva.com,055-4008109,Tel Aviv - Yafo
823872620,Dan,Yosef,Bareket,1961-08-23,dan.bareket@teva.com,051-3000143,Haifa
523925579,Yuval,,Tal,1999-05-29,yuval.tal@teva.com,052-2085660,Herzeliya
534102044,Itai,, Dayan,1943-06-22,itai. dayan@walla.co.il,054-5579723,Rehovot
482356574,Ron,,Livne,1972-04-01,ron.livne@walla.co.il,058-5679008,Haifa
924633240,Shani,Yosef,David,1963-12-03,shani.david@gmail.com,052-1498677,Beer-Sheva
892204952,Israel,,Agbaria,2006-02-18,israel.agbaria@gmail.com,056-6485409,Haifa
425078141,Eli,Ben,Oz,1949-03-23,eli.oz@checkpoints.com,058-9257536,Ashdod
316822569,Shira,,Tzur,1963-03-31,shira.tzur@gmail.com,058-6764913,Eilat
686928797,Yosef,Yosef,Olmert,1997-11-05,yosef.olmert@walla.co.il,057-6277427,Rehovot
575191040,Shani,Sarah,Biton,1949-05-17,shani.biton@checkpoints.com,054-3753883,Ashdod
562440328,Ariel,,Aharon,1964-10-20,ariel.aharon@checkpoints.com,051-9230125,Eilat
835914904,Lior,,Geva,1958-02-03,lior.geva@checkpoints.com,052-9500764,Tel Aviv - Yafo
520246255,Leah,,Harari,1974-08-22,leah.harari@hotmail.com,055-5772070,Herzeliya
165953495,David,,Peled,1975-08-30,david.peled@gmail.com,059-1451304,Herzeliya
508637554,Noam,,Lazar,1976-06-21,noam.lazar@walla.co.il,055-1947061,Jerusalem
365873433,Sarah,,Porat,2000-11-29,sarah.porat@teva.com,051-6115582,Beer-Sheva
462489075,Tomers,,Mizrachi,2005-03-07,tomers.mizrachi@walla.co.il,056-9636236,Rehovot
386279849,Yosef,,Yarkoni,2006-07-16,yosef.yarkoni@gmail.com,056-7548160,Herzeliya
714758692,Noam,Leah,Shaham,1990-01-22,noam.shaham@gmail.com,057-9435056,Herzeliya
278914614,Avi,,Elbaz,1969-06-02,avi.elbaz@gmail.com,057-2263679,Eilat
329866763,Noa,Sarah,Sarusi,1972-06-19,noa.sarusi@checkpoints.com,053-2542796,Nahariya
201719440,Kobi,,Schwartz,1957-09-19,kobi.schwartz@checkpoints.com,058-8973680,Rehovot
325205711,Tal,,Malka,1981-06-15,tal.malka@hotmail.com,054-8263032,Eilat
436460186,Guy,,Kraus,1952-06-19,guy.kraus@hotmail.com,057-4029979,Tel Aviv - Yafo
774142288,Shir,,Navon,1956-10-12,shir.navon@walla.co.il,053-8839914,Petah-Tikva
784968212,Shahar,,Ben-Ari,1969-08-15,shahar.ben-ari@hotmail.com,050-9762229,Jerusalem
491136945,Stav,,Klein,1941-07-26,stav.klein@teva.com,054-8304611,Rehovot
442151243,Chaim,,Gur,1971-07-14,chaim.gur@gmail.com,054-3694157,Petah-Tikva
837504834,Dudi,,Eitan,1998-05-06,dudi.eitan@gmail.com,053-1464798,Jerusalem
955820291,Avigail,,Heller,1969-05-28,avigail.heller@walla.co.il,050-4388838,Haifa
392822240,Ariel,,Peretz,1983-08-12,ariel.peretz@teva.com,058-3952542,Tel Aviv - Yafo
875750551,Dan,Ben,Mizrachi,1980-05-15,dan.mizrachi@hotmail.com,054-2066723,Rehovot
490234548,Osnat,,Tzur,1972-12-04,osnat.tzur@checkpoints.com,052-4960113,Beer-Sheva
713077996,Linoy,,Arad,1961-09-15,linoy.arad@teva.com,059-9812402,Petah-Tikva
633060309,Michael,,Eitan,1939-03-03,michael.eitan@checkpoints.com,055-6524500,Nahariya
891601510,Lihi,,Peres,1970-08-06,lihi.peres@gmail.com,052-2792041,Haifa
329897397,Maya,,Guttman,1955-08-25,maya.guttman@gmail.com,057-9950140,Herzeliya
609870729,Dorit,,Saban,1938-03-04,dorit.saban@gmail.com,055-8972898,Herzeliya
981934350,Avigail,,Mizrachi,1954-03-08,avigail.mizrachi@gmail.com,050-5021093,Petah-Tikva
693487068,Lihi,,Aharon,1945-09-05,lihi.aharon@gmail.com,051-9974312,Jerusalem
575026390,Lihi,,Levi,1973-04-11,lihi.levi@gmail.com,054-2514149,Jerusalem
419355409,Roy,,Shapira,1951-11-22,roy.shapira@gmail.com,056-1568440,Petah-Tikva
543413836,Anat,,Ben-Gurion,1999-07-12,anat.ben-gurion@checkpoints.com,052-5378351,Eilat
171261273,Hila,,Kraus,1959-05-25,hila.kraus@teva.com,055-8604470,Tel Aviv - Yafo
918164904,Israel,,Porat,1952-01-01,israel.porat@walla.co.il,052-1051603,Rehovot
314829236,Tali,,Aharon,2001-02-26,tali.aharon@gmail.com,052-5187652,Eilat
866183442,Noga,,Koren,1955-03-30,noga.koren@teva.com,056-6358628,Ashdod
838161934,Kobi,,Rubin,1990-09-17,kobi.rubin@gmail.com,056-7167297,Haifa
522511155,Neta,,Geva,2006-06-22,neta.geva@hotmail.com,059-4837070,Beer-Sheva
596524942,Guy,,Sarusi,1993-05-24,guy.sarusi@gmail.com,056-8195804,Nahariya
379342292,Adam,,Azoulay,1993-04-09,adam.azoulay@hotmail.com,051-1236808,Eilat
567248132,Noga,,Blau,1964-03-14,noga.blau@gmail.com,053-4408213,Jerusalem
973394943,Tamar,,Asulin,1974-04-04,tamar.asulin@gmail.com,056-4466272,Nahariya
331462865,Noa,,Shamir,1971-01-02,noa.shamir@gmail.com,056-3448514,Tel Aviv - Yafo
411592314,Leah,,Eitan,1986-04-04,leah.eitan@gmail.com,059-8686718,Beer-Sheva
111081272,Ron,,Grosman,1946-05-12,ron.grosman@walla.co.il,053-7433986,Rehovot
890385760,Dudi,Sarah,Turgeman,2003-04-06,dudi.turgeman@gmail.com,055-4939985,Ashdod
480428530,Roni,,Livne,1954-11-12,roni.livne@teva.com,050-1089942,Petah-Tikva
641747843,Eli,,Berger,1973-02-14,eli.berger@teva.com,055-3218589,Eilat
144157616,Motti,,Golan,1963-05-05,motti.golan@walla.co.il,055-8853160,Haifa
196258788,Adi,,Eshkol,1995-10-24,adi.eshkol@gmail.com,051-6255791,Tel Aviv - Yafo
237300968,Nir,,Vaknin,1969-12-12,nir.vaknin@gmail.com,054-5425123,Eilat
436092271,Mor,,Segal,1964-06-16,mor.segal@checkpoints.com,052-8381800,Tel Aviv - Yafo
302851261,Adam,,Avraham,2005-04-25,adam.avraham@walla.co.il,054-3743996,Ashdod
568613005,David,Michael,Harari,1944-12-03,david.harari@hotmail.com,057-8679933,Ashdod
220786160,Eden,Ben,Klein,1990-04-04,eden.klein@checkpoints.com,054-4030887,Haifa
905238350,Eyal,,Gabay,1949-01-15,eyal.gabay@hotmail.com,053-1069218,Eilat
923396372,Yaron,,Zamir,2001-08-22,yaron.zamir@gmail.com,057-2582179,Herzeliya
127876667,Noa,,Nir,1997-08-03,noa.nir@walla.co.il,055-2779557,Herzeliya
265115158,David,,Katz,1945-01-15,david.katz@teva.com,057-8617787,Petah-Tikva
738021964,Limor,,Cohen,2004-08-07,limor.cohen@teva.com,059-8601790,Herzeliya
885490692,Agam,,Ramon,2004-03-01,agam.ramon@checkpoints.com,054-6421907,Tel Aviv - Yafo
898649166,Shlomo,,Tamir,1974-04-26,shlomo.tamir@gmail.com,056-5280939,Haifa
357784072,Noga,,Green,1989-11-07,noga.green@gmail.com,056-7751088,Petah-Tikva
794891350,Coral,,Koren,1981-10-01,coral.koren@walla.co.il,056-6202636,Nahariya
240967986,Hila,Michael,Livne,1962-07-17,hila.livne@gmail.com,057-8473283,Rehovot
199801582,Yaakov,,Bar-On,1966-12-13,yaakov.bar-on@teva.com,053-3601637,Ashdod
666161206,Tali,,Porat,1982-06-15,tali.porat@walla.co.il,056-2328472,Ashdod
422544807,Adam,,Hadad,1981-08-01,adam.hadad@checkpoints.com,053-9776028,Rehovot
417270985,Ilan,,Avraham,2004-06-27,ilan.avraham@hotmail.com,051-9567311,Rehovot
543476209,Noam,,Heller,1957-07-14,noam.heller@checkpoints.com,054-6963589,Petah-Tikva
728748729,Daniel,,Netanyahu,1998-04-24,daniel.netanyahu@teva.com,057-4012385,Haifa
856320718,Yael,,Melamed,1967-09-18,yael.melamed@checkpoints.com,057-5447210,Herzeliya
969737332,Amit,,Barkat,1941-07-07,amit.barkat@hotmail.com,054-2783932,Rehovot
673781871,Yosef,,Cohen,2007-05-05,yosef.cohen@gmail.com,057-8720254,Rehovot
806218351,Kim,,Harel,1981-05-14,kim.harel@hotmail.com,059-7052024,Rehovot
963976413,Yael,Ben,Azoulay,1991-06-01,yael.azoulay1@gmail.com,050-4157826,Tel Aviv - Yafo
324658446,Ben,Bat,Koren,1969-06-09,ben.koren@checkpoints.com,058-4203013,Beer-Sheva
423108101,Noga,Yosef,Heller,2006-07-30,noga.heller@gmail.com,052-3557220,Ashdod
620815076,Ron,,Mizrachi,1956-01-12,ron.mizrachi@gmail.com,053-5946450,Nahariya
990615975,Erez,,Avraham,1999-04-28,erez.avraham@teva.com,056-7974052,Ashdod
891431808,Motti,,Gal,1982-06-12,motti.gal@gmail.com,057-7705523,Ashdod
651211504,Kobi,,Begin,1947-08-25,kobi.begin@checkpoints.com,057-4890733,Tel Aviv - Yafo
667267264,Yosef,,Lazar,1958-11-24,yosef.lazar@gmail.com,054-7998405,Ashdod
225564160,Nir,,Oz,1977-06-04,nir.oz@walla.co.il,056-1349082,Haifa
409249220,Eden,,Ronen,1969-03-24,eden.ronen@gmail.com,058-4685993,Nahariya
867939251,Limor,Michael,Heller,1943-09-02,limor.heller@teva.com,056-7993768,Herzeliya
954669136,Ron,,Shapira,1983-03-12,ron.shapira@teva.com,051-9101545,Haifa
286069909,Guy,,Shapira,1999-06-25,guy.shapira@checkpoints.com,056-9283332,Petah-Tikva
352027504,Roy,Ben,Shani,1976-05-06,roy.shani@gmail.com,055-3660958,Haifa
989003129,Asaf,,Biton,1978-03-27,asaf.biton@walla.co.il,051-4803231,Beer-Sheva
703422986,Ofek,,Shaham,1978-01-01,ofek.shaham@checkpoints.com,055-1783099,Eilat
387216523,Adam,,Tal,1954-04-27,adam.tal@teva.com,051-1845941,Ashdod
957905637,Shani,Ben,Sharon,1938-05-29,shani.sharon@hotmail.com,059-2709062,Eilat
226765260,Roy,,Feldman,1982-04-29,roy.feldman@teva.com,057-9487536,Ashdod
886571603,Noam,,Levine,1978-07-07,noam.levine@checkpoints.com,052-3063320,Jerusalem
571489117,Dor,,Netanyahu,1986-07-11,dor.netanyahu@checkpoints.com,057-6726400,Petah-Tikva
642264030,Tomers,,Katz,1944-05-15,tomers.katz@checkpoints.com,056-7050592,Jerusalem
262791297,Coral,,Sharon,1937-11-28,coral.sharon@gmail.com,052-8194453,Rehovot
539492534,Shani,,Navon,1976-01-29,shani.navon@gmail.com,057-3442499,Tel Aviv - Yafo
870544763,Oren,Michael,Agbaria,1972-07-01,oren.agbaria@checkpoints.com,052-8282524,Tel Aviv - Yafo
522266433,May,,Biton,1950-12-26,may.biton@gmail.com,059-1969887,Eilat
417531682,Dor,,Green,1945-08-30,dor.green@hotmail.com,054-6262932,Herzeliya
108484954,Maya,,Peles,1995-05-11,maya.peles@teva.com,056-8485810,Jerusalem
684572202,Eli,,Oz,1945-12-17,eli.oz@gmail.com,056-4310073,Petah-Tikva
190495952,Yitzhak,,Dotan,1943-06-25,yitzhak.dotan@teva.com,052-9732032,Eilat
404865220,Niv,,Azoulay,1980-07-09,niv.azoulay@hotmail.com,055-3684813,Tel Aviv - Yafo
129947975,Lior,,Peled,1939-01-30,lior.peled@gmail.com,056-9477100,Beer-Sheva
885964167,Shalom,,Deutsch,1963-01-02,shalom.deutsch@gmail.com,051-1800824,Beer-Sheva
581827565,Yael,,Geva,1967-11-18,yael.geva@gmail.com,053-9947098,Nahariya
351081528,Tal,,Elbaz,1938-02-16,tal.elbaz@checkpoints.com,059-3348331,Rehovot
657987812,Linoy,Sarah,Saban,1956-04-14,linoy.saban@gmail.com,055-8622050,Beer-Sheva
257360353,Sapir,,Lazar,2001-03-07,sapir.lazar@gmail.com,050-8128416,Haifa
611372846,Niv,Leah,fuchs,1961-04-27,niv.fuchs@walla.co.il,059-9706452,Rehovot
383138961,Motti,,Harari,1969-01-19,motti.harari@teva.com,057-7994796,Haifa
254990533,Asaf,,Hadad,1967-06-21,asaf.hadad@gmail.com,058-9877514,Beer-Sheva
845682242,Niv,,Blau,1941-07-24,niv.blau@gmail.com,058-7196363,Beer-Sheva
745963305,Bar,Sarah,Omer,1982-07-21,bar.omer@gmail.com,058-3572022,Beer-Sheva
498860032,Avigail,,Deutsch,1964-12-09,avigail.deutsch@gmail.com,052-3384710,Nahariya
552858103,Israel,,Aharon,1989-03-11,israel.aharon@gmail.com,057-1034993,Beer-Sheva
687913699,Tal,,Agbaria,1971-01-26,tal.agbaria@walla.co.il,059-6195935,Nahariya
641986065,Orly,,Blau,1948-09-03,orly.blau@walla.co.il,052-6456223,Beer-Sheva
958791185,Eli,,Livne,1973-10-17,eli.livne@gmail.com,056-6687440,Eilat
149198538,Osnat,,Guttman,1950-08-02,osnat.guttman@gmail.com,052-1416143,Nahariya
776574610,Noga,,Eshkol,1950-08-27,noga.eshkol@gmail.com,058-2428614,Jerusalem
712295241,Oren,,Ronen,1963-06-10,oren.ronen@gmail.com,051-9923120,Haifa
120372732,Maya,,Liberman,1945-03-25,maya.liberman@checkpoints.com,059-8452933,Beer-Sheva
966424854,Shahar,,Harel,1955-09-14,shahar.harel@gmail.com,057-1390292,Herzeliya
569243880,Amit,Sarah,Kraus,1980-01-23,amit.kraus@walla.co.il,054-2527147,Beer-Sheva
206658672,Lior,,Segal,1992-02-23,lior.segal@gmail.com,051-3587505,Petah-Tikva
537309736,Iris,Michael,Segal,1992-04-02,iris.segal@gmail.com,050-6000018,Rehovot
448126205,Leah,,Berger,1997-09-06,leah.berger@gmail.com,053-5020206,Nahariya
641618196,Lihi,,Omer,1979-12-22,lihi.omer@walla.co.il,058-7829609,Beer-Sheva
619875201,David,,Hoffman,2006-11-11,david.hoffman@gmail.com,058-2703045,Jerusalem
919241705,Rami,,Koren,1981-03-16,rami.koren@hotmail.com,056-8482340,Beer-Sheva
782683973,Asaf,,Liberman,1995-10-05,asaf.liberman@gmail.com,058-3821731,Jerusalem
677174482,Gal,,Shani,2008-06-11,gal.shani@checkpoints.com,057-5852800,Haifa
100582968,Shalom,,Kramer,1986-01-09,shalom.kramer@checkpoints.com,056-6895814,Jerusalem
728309864,Eyal,Leah,Asulin,1960-08-13,eyal.asulin@hotmail.com,051-6043874,Beer-Sheva
524455403,Sivan,,Ohayon,1943-06-26,sivan.ohayon@hotmail.com,054-8247127,Jerusalem
755460660,Asaf,,Melamed,1977-10-17,asaf.melamed@teva.com,054-8595349,Petah-Tikva
364063487,Limor,,Rubin,1967-04-14,limor.rubin@hotmail.com,055-1266331,Haifa
110284954,Iris,,Golan,1946-01-18,iris.golan@teva.com,057-7589940,Eilat
187132846,Sigal,Ben,Koren,1948-04-12,sigal.koren@walla.co.il,051-6922268,Rehovot
988485748,Dudi,,Silberman,1939-08-21,dudi.silberman@checkpoints.com,050-3093190,Ashdod
497800553,Alon,Leah,Guttman,2006-10-04,alon.guttman@checkpoints.com,054-7003240,Jerusalem
196600815,Avi,,Yadin,1944-02-19,avi.yadin@gmail.com,053-9284734,Herzeliya
139509449,Maya,,Harari,1945-02-09,maya.harari@hotmail.com,053-1119712,Jerusalem
981674615,Orly,Michael,Zilber,1957-06-23,orly.zilber@hotmail.com,057-3860131,Eilat
308059226,Limor,,Rabin,1947-04-25,limor.rabin@hotmail.com,059-3944885,Beer-Sheva
731536919,Yosef,Michael,Peres,1957-05-28,yosef.peres@checkpoints.com,053-9775825,Petah-Tikva
305999029,Iris,,Mizrachi,1946-05-13,iris.mizrachi@teva.com,058-5243311,Eilat
797964448,Israel,,Rubin,1972-01-12,israel.rubin@gmail.com,051-9695551,Ashdod
632119301,Inbal,,Navon,1943-10-31,inbal.navon@gmail.com,050-5662942,Rehovot
671671189,Rotem,Bat,Melamed,1978-07-04,rotem.melamed@gmail.com,059-1425670,Jerusalem
840397560,Gal,,Malka,1990-11-14,gal.malka@gmail.com,055-6214457,Beer-Sheva
772156679,Tali,Yosef,Yosef,2006-05-18,tali.yosef@hotmail.com,055-5201173,Jerusalem
215793020,Ron,,Eitan,2003-08-26,ron.eitan@checkpoints.com,055-9718700,Jerusalem
178287411,Roni,,Gal,1939-12-26,roni.gal@gmail.com,057-3094239,Beer-Sheva
165162109,Yitzhak,,Berger,1946-04-30,yitzhak.berger@gmail.com,052-2040224,Ashdod
158829061,Yael,,Ben-Ari,2002-08-19,yael.ben-ari@gmail.com,050-1875823,Petah-Tikva
509584709,Yuval,,Yosef,1971-08-26,yuval.yosef@gmail.com,059-1177948,Ashdod
512230991,Stav,,Lazar,1952-12-24,stav.lazar@gmail.com,055-1435739,Ashdod
655353112,Anat,,Peled,1999-04-28,anat.peled@gmail.com,059-2133208,Nahariya
947629428,Alon,Sarah,Geva,1985-07-17,alon.geva@gmail.com,056-9076540,Nahariya
577411727,Amit,Ben,Saban,2003-02-08,amit.saban@gmail.com,054-8312318,Eilat
799762892,Coral,,Silberman,1959-12-26,coral.silberman@checkpoints.com,052-3473113,Ashdod
108677810,Oren,,Peled,1995-07-24,oren.peled@gmail.com,053-9507858,Eilat
158634129,Gal,,Goldberg,1990-07-23,gal.goldberg@teva.com,053-2147624,Herzeliya
303318997,Osnat,,Frank,1966-08-08,osnat.frank@hotmail.com,055-6631448,Nahariya
421726973,Dor,,Weiss,1967-10-11,dor.weiss@checkpoints.com,050-9320336,Jerusalem
103969701,Orly,,Ben-David,1966-09-05,orly.ben-david@hotmail.com,053-5010074,Ashdod
888755899,Noga,,Weiss,1974-10-23,noga.weiss@gmail.com,056-4091109,Tel Aviv - Yafo
489571951,Moshe,,Malka,1958-10-08,moshe.malka@gmail.com,052-5875059,Ashdod
308739111,Tali,,Sela,1976-03-30,tali.sela@gmail.com,050-4340727,Jerusalem
405051006,Idan,,Ben-David,1944-01-17,idan.ben-david@gmail.com,055-5126595,Haifa
310440043,Yosef,,Golan,1999-06-16,yosef.golan@gmail.com,052-7357268,Beer-Sheva
463336272,Roy,,Aharon,1975-05-16,roy.aharon@checkpoints.com,055-3874940,Eilat
957944228,Eli,,Spector,2002-09-01,eli.spector@gmail.com,052-3194370,Jerusalem
305816222,Shahar,,Berger,1980-01-04,shahar.berger@hotmail.com,056-5102862,Tel Aviv - Yafo
